Latitude and Longitude,Class of Land,vh,vv,RVI
"(9.968520102287382, 105.4946470284498)",Rice,0.0385742597,0.0773969218,0.7673283936120232
"(9.974425077072961, 105.50645697802042)",Rice,0.0483944751,0.3999061882,0.1418729485466291
"(9.96397781399078, 105.52371767354674)",Rice,0.0412669219,0.1317817718,0.4658119411265977
"(9.991685772600041, 105.51645001227251)",Rice,0.0321239233,0.1137011126,0.4135754240890399
"(9.985780797814462, 105.50872812216863)",Rice,0.029964802800000002,0.1466023475,0.2796483527785602
"(9.981238509517862, 105.50373160504259)",Rice,0.0377613641,0.06570876390000001,0.8818790457803047
"(9.971699704095002, 105.4923758843016)",Rice,0.020443355700000002,0.36742481590000003,0.04840186038634315
"(9.95307632207894, 105.51599578344286)",Rice,0.0160549153,0.1134039089,0.17469260942559642
"(9.97987582302888, 105.51554155461324)",Rice,0.0275311824,0.1142708883,0.3421948173609452
"(10.481616988271316, 104.91150805695796)",Non Rice,0.11384587730000001,0.26333183050000003,0.6633105857135403
"(10.481162759441657, 104.91150805695796)",Non Rice,0.08916276690000001,0.180126965,0.7620888471967994
"(10.480708530611997, 104.91150805695796)",Non Rice,0.0534914583,0.26376715300000003,0.27692777724226003
"(10.480254301782336, 104.91150805695796)",Non Rice,0.0163278133,0.0946783498,0.225647950132915
"(10.479800072952678, 104.91150805695796)",Non Rice,0.0463716723,0.2139178216,0.3007836118200103
"(10.479345844123017, 104.91150805695796)",Non Rice,0.0254678093,0.0867207423,0.43263790160929805
"(10.478891615293357, 104.91150805695796)",Non Rice,0.0440939143,0.0798340067,0.8489345828949908
"(10.478437386463696, 104.91150805695796)",Non Rice,0.0196230542,0.24035948510000002,0.08294565184967263
"(10.477983157634037, 104.91150805695796)",Non Rice,0.062448319,0.2189861834,0.41809513304906026
"(10.477528928804377, 104.91150805695796)",Non Rice,0.042154219,0.1540635377,0.3983034820653135
"(10.477074699974716, 104.91150805695796)",Non Rice,0.18393675980000002,0.20387794080000002,1.3065510631576003
"(10.476620471145058, 104.91150805695796)",Non Rice,0.0435438752,0.0919011906,0.7291314368330216
"(10.476166242315397, 104.91150805695796)",Non Rice,0.061619531400000004,0.2516222596,0.34899405633904945
"(10.475712013485737, 104.91150805695796)",Non Rice,0.0294217691,0.1289511174,0.3202889216279027
"(10.475257784656076, 104.91150805695796)",Non Rice,0.051719535100000005,0.23008051510000002,0.31450699618382144
"(10.474803555826417, 104.91150805695796)",Non Rice,0.010667448900000001,0.1132617369,0.10101606650554584
"(10.474349326996757, 104.91150805695796)",Non Rice,0.032776758100000004,0.2757537961,0.13850380874997104
"(10.473895098167096, 104.91150805695796)",Non Rice,0.0344205536,0.0988449007,0.525061761961761
"(10.473440869337438, 104.91150805695796)",Non Rice,0.0390179493,0.08533021810000001,0.7030683822396693
"(10.472986640507777, 104.91150805695796)",Non Rice,0.034556806100000004,0.1264151782,0.39786426982989265
"(10.472532411678117, 104.91150805695796)",Non Rice,0.0591470376,0.09691962600000001,0.9332419849976795
"(10.472078182848456, 104.91150805695796)",Non Rice,0.0172549486,0.1420227289,0.1426258102341659
"(10.471623954018797, 104.91150805695796)",Non Rice,0.0564324781,0.19989292320000002,0.413205605939047
"(10.481616988271316, 104.91196228578761)",Non Rice,0.0487541556,0.30098867420000003,0.20818729407570583
"(10.481162759441657, 104.91196228578761)",Non Rice,0.0424811952,0.1474619061,0.4230773689307708
"(10.480708530611997, 104.91196228578761)",Non Rice,0.0573484264,0.1340161413,0.6562207469766967
"(10.480254301782336, 104.91196228578761)",Non Rice,0.0196625143,0.1132272705,0.2276570853454506
"(10.479800072952678, 104.91196228578761)",Non Rice,0.0754223391,0.1994938999,0.5747902547372371
"(10.479345844123017, 104.91196228578761)",Non Rice,0.060174621600000006,0.33618113400000005,0.2366204574418542
"(10.478891615293357, 104.91196228578761)",Non Rice,0.0687528178,0.3139846623,0.30453993790313755
"(10.478437386463696, 104.91196228578761)",Non Rice,0.1351788491,0.2882525623,0.7215202094671163
"(10.477983157634037, 104.91196228578761)",Non Rice,0.098407954,0.2420932651,0.621480187814991
"(10.477528928804377, 104.91196228578761)",Non Rice,0.056461930300000004,0.40021958950000003,0.17388952339891575
"(10.477074699974716, 104.91196228578761)",Non Rice,0.0783557594,0.10409128670000001,1.1257996851160783
"(10.476620471145058, 104.91196228578761)",Non Rice,0.038610056000000004,0.2451459914,0.20076728668491242
"(10.476166242315397, 104.91196228578761)",Non Rice,0.0878801346,0.4393545985,0.27220120415272414
"(10.475712013485737, 104.91196228578761)",Non Rice,0.0363393798,0.2331676632,0.19804828192277846
"(10.475257784656076, 104.91196228578761)",Non Rice,0.0822875425,0.23417304460000002,0.5303733403230607
"(10.474803555826417, 104.91196228578761)",Non Rice,0.0330146849,0.12825092670000002,0.3705169447889632
"(10.474349326996757, 104.91196228578761)",Non Rice,0.0102581643,0.0681360736,0.18933820413522642
"(10.473895098167096, 104.91196228578761)",Non Rice,0.0705355778,0.0991982445,1.0715680265918492
"(10.473440869337438, 104.91196228578761)",Non Rice,0.0652039424,0.09959991280000001,0.995450625452544
"(10.472986640507777, 104.91196228578761)",Non Rice,0.032892175,0.14118155840000002,0.32854814078081845
"(10.472532411678117, 104.91196228578761)",Non Rice,0.08426652850000001,0.2660492659,0.47190335815842643
"(10.472078182848456, 104.91196228578761)",Non Rice,0.08195257930000001,0.1398882121,0.8981354167918203
"(10.471623954018797, 104.91196228578761)",Non Rice,0.0322400443,0.11735559999999999,0.40019809157106756
"(10.471169725189137, 104.91196228578761)",Non Rice,0.0535261296,0.5354428291000001,0.10958980245260844
"(10.470715496359476, 104.91196228578761)",Non Rice,0.045544792,0.2372415364,0.25854161780254936
"(10.470261267529818, 104.91196228578761)",Non Rice,0.0375728197,0.1375498772,0.39751820151531403
"(10.469807038700157, 104.91196228578761)",Non Rice,0.042207807300000004,0.1832760423,0.3239485324440059
"(10.469352809870497, 104.91196228578761)",Non Rice,0.09619008750000001,0.355967015,0.39248352853128565
"(10.468898581040836, 104.91196228578761)",Non Rice,0.0505741201,0.2544571757,0.2700448474263864
"(10.468444352211177, 104.91196228578761)",Non Rice,0.0933740512,0.3250203729,0.4217163723028363
"(10.467990123381517, 104.91196228578761)",Non Rice,0.0850486606,0.1979030669,0.659162791632919
"(10.467535894551856, 104.91196228578761)",Non Rice,0.0602092929,0.3444362879,0.22958477220793863
"(10.467081665722198, 104.91196228578761)",Non Rice,0.0484645404,0.154475376,0.46681512992459007
"(10.466627436892537, 104.91196228578761)",Non Rice,0.0751678422,0.21992526950000002,0.5142443259020465
"(10.466173208062877, 104.91196228578761)",Non Rice,0.09576289360000001,0.15586675700000002,0.9391028531912164
"(10.465718979233216, 104.91196228578761)",Non Rice,0.0640288889,0.4551994801,0.17321532788184144
"(10.465264750403557, 104.91196228578761)",Non Rice,0.1260523647,0.4815303087,0.37798835169668493
"(10.464810521573897, 104.91196228578761)",Non Rice,0.0528703816,0.2843275666,0.24834262870806528
"(10.464356292744236, 104.91196228578761)",Non Rice,0.06643350420000001,0.23516954480000002,0.4135110708720118
"(10.463902063914578, 104.91196228578761)",Non Rice,0.0890670866,0.5783207417,0.19501518919036714
"(10.463447835084917, 104.91196228578761)",Non Rice,0.0410522409,0.5596125126,0.07146889566380346
"(10.462993606255257, 104.91196228578761)",Non Rice,0.0507828332,0.1976501346,0.3696762415759085
"(10.462539377425596, 104.91196228578761)",Non Rice,0.0880208462,0.1720206589,0.787724392351993
"(10.462085148595937, 104.91196228578761)",Non Rice,0.0677047446,0.1393922716,0.7477008682439944
"(10.461630919766277, 104.91196228578761)",Non Rice,0.043721512000000004,0.1550424695,0.412663653310526
"(10.461176690936616, 104.91196228578761)",Non Rice,0.09226900340000001,0.1709939688,0.8299636383923445
"(10.460722462106958, 104.91196228578761)",Non Rice,0.056874960700000005,0.0978486761,0.891469846901589
"(10.460268233277297, 104.91196228578761)",Non Rice,0.0211702231,0.1056028157,0.27296552032538307
"(10.459814004447637, 104.91196228578761)",Non Rice,0.036456912800000005,0.17988790570000002,0.2767005855633664
"(10.459359775617976, 104.91196228578761)",Non Rice,0.058422792700000004,0.0873721689,1.0146580077313958
"(10.458905546788317, 104.91196228578761)",Non Rice,0.0656206682,0.17478431760000002,0.5704344665830041
"(10.482071217100977, 104.91241651461723)",Non Rice,0.0348478407,0.1255837977,0.4049382227264616
"(10.481616988271316, 104.91241651461723)",Non Rice,0.0528346561,0.1487464905,0.5367393699186792
"(10.481162759441657, 104.91241651461723)",Non Rice,0.0328425877,0.20177021620000002,0.20950214744761644
"(10.480708530611997, 104.91241651461723)",Non Rice,0.0583110191,0.17274342480000002,0.5071243337226377
"(10.480254301782336, 104.91241651461723)",Non Rice,0.06494428220000001,0.5665308237000001,0.13192801296692713
"(10.479800072952678, 104.91241651461723)",Non Rice,0.0728009716,0.1385687888,0.808539928659594
"(10.479345844123017, 104.91241651461723)",Non Rice,0.0420388393,0.1234877259,0.5119582093293484
"(10.478891615293357, 104.91241651461723)",Non Rice,0.009187283000000001,0.0666249543,0.16874529123401752
"(10.478437386463696, 104.91241651461723)",Non Rice,0.0192433111,0.0878149718,0.3048240876430711
"(10.477983157634037, 104.91241651461723)",Non Rice,0.0397659577,0.1456154138,0.3974001478515826
"(10.477528928804377, 104.91241651461723)",Non Rice,0.023123242000000002,0.1970190704,0.13616885694604486
"(10.477074699974716, 104.91241651461723)",Non Rice,0.038472637500000004,0.1650834084,0.3286714062304042
"(10.476620471145058, 104.91241651461723)",Non Rice,0.0662583336,0.2695106566,0.35063872479394165
"(10.476166242315397, 104.91241651461723)",Non Rice,0.0652816296,0.1460354924,0.6868223844656743
"(10.475712013485737, 104.91241651461723)",Non Rice,0.0459823236,0.4071173668,0.1293170275214891
"(10.475257784656076, 104.91241651461723)",Non Rice,0.0696663558,0.0822743028,1.2418914144887858
"(10.474803555826417, 104.91241651461723)",Non Rice,0.0172824692,0.1214581504,0.17585844723311786
"(10.474349326996757, 104.91241651461723)",Non Rice,0.0365614407,0.09188527610000001,0.6074498521252154
"(10.473895098167096, 104.91241651461723)",Non Rice,0.0457685627,0.27234295010000004,0.21829401169134613
"(10.473440869337438, 104.91241651461723)",Non Rice,0.06935581560000001,0.1050450504,1.0031395665785758
"(10.472986640507777, 104.91241651461723)",Non Rice,0.025781929500000002,0.1677317768,0.1945205638294599
"(10.472532411678117, 104.91241651461723)",Non Rice,0.0591652468,0.2747943997,0.29827648942105134
"(10.472078182848456, 104.91241651461723)",Non Rice,0.061999816400000005,0.2197816074,0.4128355210381438
"(10.471623954018797, 104.91241651461723)",Non Rice,0.0730175748,0.1498354822,0.750193339132632
"(10.471169725189137, 104.91241651461723)",Non Rice,0.0204037707,0.20218807460000002,0.11100991444661967
"(10.470715496359476, 104.91241651461723)",Non Rice,0.0510434359,0.5963168144000001,0.08856268983855885
"(10.325089733570481, 105.4923758843016)",Non Rice,0.0035917861,0.0112741394,0.4750482925167402
"(10.325089733570481, 105.49283011313122)",Non Rice,0.0041638617,0.0080837542,0.7929158492607397
"(10.324635504740822, 105.49283011313122)",Non Rice,0.0041048429,0.0078952676,0.8002523061548243
"(10.325089733570481, 105.49328434196087)",Non Rice,0.0034727757000000002,0.0058894474,0.9036632340303201
"(10.324635504740822, 105.49328434196087)",Non Rice,0.0030692904000000003,0.011756964,0.376764340177573
"(10.324181275911162, 105.49328434196087)",Non Rice,0.0052333316,0.0064542461,1.1985070841864975
"(10.325089733570481, 105.49373857079053)",Non Rice,0.0049192719,0.010905252800000001,0.6932904550854075
"(10.324635504740822, 105.49373857079053)",Non Rice,0.0090615908,0.0062656784,1.8183165156289678
"(10.324181275911162, 105.49373857079053)",Non Rice,0.0057124346,0.0118700201,0.7407515895453318
"(10.323727047081501, 105.49373857079053)",Non Rice,0.0044893525,0.0110810604,0.6192775808155286
"(10.325089733570481, 105.49419279962015)",Non Rice,0.0049331137,0.0046978337,1.4663517537224484
"(10.324635504740822, 105.49419279962015)",Non Rice,0.0041215094,0.005785651,1.0732987949034047
"(10.324181275911162, 105.49419279962015)",Non Rice,0.0046712966,0.010971772500000001,0.6527294545128774
"(10.323727047081501, 105.49419279962015)",Non Rice,0.0038339165000000003,0.0046900641,1.2065915719075753
"(10.32327281825184, 105.49419279962015)",Non Rice,0.0094547616,0.0120832408,1.1633964487840631
"(10.325089733570481, 105.4946470284498)",Non Rice,0.0030131151000000003,0.011179815000000001,0.3912690342101861
"(10.324635504740822, 105.4946470284498)",Non Rice,0.0040940824,0.011231519300000001,0.5522917535217201
"(10.324181275911162, 105.4946470284498)",Non Rice,0.0037134832,0.0064026541,0.8896314219558432
"(10.323727047081501, 105.4946470284498)",Non Rice,0.0039258418000000005,0.0078960955,0.7654665302341572
"(10.32327281825184, 105.4946470284498)",Non Rice,0.0048755989,0.0083629424,0.8940086996662768
"(10.32281858942218, 105.4946470284498)",Non Rice,0.0036583925,0.0186875742,0.2649700071831693
"(10.325089733570481, 105.49510125727943)",Non Rice,0.0056793941,0.0097279185,0.8952053296403419
"(10.324635504740822, 105.49510125727943)",Non Rice,0.0027941475,0.0140709467,0.269743399736662
"(10.324181275911162, 105.49510125727943)",Non Rice,0.0036841412000000002,0.0096372068,0.5817576875714672
"(10.323727047081501, 105.49510125727943)",Non Rice,0.0041648624,0.010827530200000001,0.5856721301953322
"(10.32327281825184, 105.49510125727943)",Non Rice,0.0035359776000000002,0.0055849333,0.9655325720560275
"(10.32281858942218, 105.49510125727943)",Non Rice,0.0052447752,0.007768583900000001,1.0234489565158134
"(10.322364360592521, 105.49510125727943)",Non Rice,0.0021272337,0.0151005993,0.17355487547411055
"(10.321910131762861, 105.49510125727943)",Non Rice,0.006034045,0.0128769912,0.7209411573591595
"(10.325089733570481, 105.49555548610908)",Non Rice,0.0055866325,0.0093932459,0.911009099036792
"(10.324635504740822, 105.49555548610908)",Non Rice,0.0044995956000000005,0.0086274957,0.8027262364213469
"(10.324181275911162, 105.49555548610908)",Non Rice,0.0114820367,0.0217949823,0.8107216396911049
"(10.323727047081501, 105.49555548610908)",Non Rice,0.1479881257,2.110096693,0.06711041424768957
"(10.32327281825184, 105.49555548610908)",Non Rice,0.0106540909,0.0122829936,1.2662727653826786
"(10.32281858942218, 105.49555548610908)",Non Rice,0.0056360723,0.0241595358,0.3290761780607418
"(10.322364360592521, 105.49555548610908)",Non Rice,0.0090515101,0.0185604747,0.75074960676514
"(10.321910131762861, 105.49555548610908)",Non Rice,0.0059584538,0.033175200200000005,0.2376483232724895
"(10.321455902933202, 105.49555548610908)",Non Rice,0.0044536372,0.015164292400000001,0.43266572002875725
"(10.325089733570481, 105.49600971493871)",Non Rice,0.0030528875,0.0082628699,0.5605324381336015
"(10.324635504740822, 105.49600971493871)",Non Rice,0.0049255122,0.0197915137,0.355830172372335
"(10.324181275911162, 105.49600971493871)",Non Rice,0.0047467789,0.0078235697,0.9281913431569446
"(10.323727047081501, 105.49600971493871)",Non Rice,0.006751005500000001,0.012802470500000001,0.8114779531187843
"(10.32327281825184, 105.49600971493871)",Non Rice,0.0119130565,0.026044182500000002,0.703319845377244
"(10.32281858942218, 105.49600971493871)",Non Rice,0.0484811366,3.7718324661000002,0.005718349013026533
"(10.322364360592521, 105.49600971493871)",Non Rice,0.0064742072,0.0182365477,0.5364272893571002
"(10.321910131762861, 105.49600971493871)",Non Rice,0.0062733167,0.0248561352,0.3618666829844578
"(10.321455902933202, 105.49600971493871)",Non Rice,0.0042261276,0.0106119039,0.6080082422614818
"(10.321001674103542, 105.49600971493871)",Non Rice,0.005832005800000001,0.0189480521,0.456702550493668
"(10.325089733570481, 105.49646394376836)",Non Rice,0.0036815088000000003,0.012502022100000001,0.4339991047417472
"(10.324635504740822, 105.49646394376836)",Non Rice,0.0046996064,0.0034894999,1.7389914962981035
"(10.474349326996757, 105.53107618058692)",Non Rice,0.0640922934,0.4330353737,0.18516837210415935
"(10.473895098167096, 105.53107618058692)",Non Rice,0.0847521573,0.4053958058,0.2876042705788567
"(10.474349326996757, 105.53153040941655)",Non Rice,0.0756368935,0.2781328857,0.3954389286449129
"(10.473895098167096, 105.53153040941655)",Non Rice,0.1484349817,0.5106272697,0.4275380083901044
"(10.473440869337438, 105.53153040941655)",Non Rice,0.0735169724,0.37699261310000004,0.263684959022655
"(10.474803555826417, 105.5319846382462)",Non Rice,0.0557313636,0.269800663,0.2833471914867777
"(10.474349326996757, 105.5319846382462)",Non Rice,0.1150279567,0.8136774898,0.17436050188679938
"(10.473895098167096, 105.5319846382462)",Non Rice,0.1286826432,0.4040931761,0.47481364638578316
"(10.473440869337438, 105.5319846382462)",Non Rice,0.0456038676,0.4362419248,0.11646633229347313
"(10.472986640507777, 105.5319846382462)",Non Rice,0.0926069245,0.3123180866,0.4374851131074265
"(10.472532411678117, 105.5319846382462)",Non Rice,0.0395733975,0.45750761030000003,0.0898512745875671
"(10.474803555826417, 105.53243886707584)",Non Rice,0.059641331400000004,0.256349504,0.3279965347648881
"(10.474349326996757, 105.53243886707584)",Non Rice,0.0308245234,0.34881383180000003,0.09254424617634002
"(10.473895098167096, 105.53243886707584)",Non Rice,0.0420212597,0.42641806600000004,0.10746909005549743
"(10.473440869337438, 105.53243886707584)",Non Rice,0.0435679257,0.1247195229,0.5269054942247321
"(10.472986640507777, 105.53243886707584)",Non Rice,0.06615838410000001,0.6603555083,0.10991866374104121
"(10.472532411678117, 105.53243886707584)",Non Rice,0.0784375444,0.4933233857,0.20324705498652734
"(10.472078182848456, 105.53243886707584)",Non Rice,0.1009924412,0.2825417221,0.5404894414559428
"(10.475257784656076, 105.53289309590548)",Non Rice,-32768.0,-32768.0,1.4142135623730951
"(10.474803555826417, 105.53289309590548)",Non Rice,0.0338202864,0.2949500084,0.1319735977545116
"(10.474349326996757, 105.53289309590548)",Non Rice,0.108668521,0.4649582505,0.3298158386904608
"(10.473895098167096, 105.53289309590548)",Non Rice,0.050357412500000004,0.1920373738,0.3787653044667528
"(10.473440869337438, 105.53289309590548)",Non Rice,0.0459907129,0.3017039299,0.19242797290901612
"(10.472986640507777, 105.53289309590548)",Non Rice,0.0674199387,0.1471902728,0.7043150157008672
"(10.472532411678117, 105.53289309590548)",Non Rice,0.0535305925,0.30407860880000004,0.23165946010399502
"(10.472078182848456, 105.53289309590548)",Non Rice,0.0671106949,0.4422762394,0.1912827880329186
"(10.471623954018797, 105.53289309590548)",Non Rice,0.0555526428,0.39710462090000004,0.17197401761003114
"(10.471169725189137, 105.53289309590548)",Non Rice,0.0837667212,0.5012293458,0.21673939004087706
"(10.475257784656076, 105.53334732473513)",Non Rice,-32768.0,-32768.0,1.4142135623730951
"(10.474803555826417, 105.53334732473513)",Non Rice,0.1217838153,0.5999107957,0.27727720098369285
"(10.474349326996757, 105.53334732473513)",Non Rice,0.0784342885,0.3011642992,0.3756920900068492
"(10.473895098167096, 105.53334732473513)",Non Rice,0.06922276320000001,0.45472562310000003,0.1920881737328714
"(10.473440869337438, 105.53334732473513)",Non Rice,0.046454910200000005,0.25019213560000003,0.24788336732094146
"(10.472986640507777, 105.53334732473513)",Non Rice,0.0732672662,0.7658502460000001,0.10320263710146303
"(10.472532411678117, 105.53334732473513)",Non Rice,0.08745655420000001,0.7977840304,0.12420999948834684
"(10.472078182848456, 105.53334732473513)",Non Rice,0.0664503798,0.3693535328,0.23816037481880645
"(10.471623954018797, 105.53334732473513)",Non Rice,0.0942553133,0.39502912760000003,0.33820236872854176
"(10.471169725189137, 105.53334732473513)",Non Rice,0.0667327568,0.41129097340000004,0.20863847808998226
"(10.470715496359476, 105.53334732473513)",Non Rice,0.0770017207,0.3528275788,0.30329595097120754
"(10.470261267529818, 105.53334732473513)",Non Rice,0.060763534200000004,0.2515746057,0.3432313913203607
"(10.475712013485737, 105.53380155356476)",Non Rice,-32768.0,-32768.0,1.4142135623730951
"(10.475257784656076, 105.53380155356476)",Non Rice,-32768.0,-32768.0,1.4142135623730951
"(10.474803555826417, 105.53380155356476)",Non Rice,0.0935323983,0.42911699410000004,0.3028219991021689
"(10.474349326996757, 105.53380155356476)",Non Rice,0.1121636629,0.193973437,0.8870831316591017
"(10.473895098167096, 105.53380155356476)",Non Rice,0.10390455280000001,0.3330735862,0.46379097295110655
"(10.473440869337438, 105.53380155356476)",Non Rice,0.125569135,0.4157964885,0.4468361827011525
"(10.472986640507777, 105.53380155356476)",Non Rice,0.10374239090000001,0.3661192656,0.4149916536721856
"(10.472532411678117, 105.53380155356476)",Non Rice,0.0861871392,0.0944467038,1.318332646972285
"(10.472078182848456, 105.53380155356476)",Non Rice,0.0884718895,0.5826669931,0.191447343500721
"(10.471623954018797, 105.53380155356476)",Non Rice,0.11933045090000001,0.6642602086,0.23771305749804297
"(10.015305671742361, 105.8103360650496)",Non Rice,0.013697702400000001,0.024401471,0.8622997315792943
"(10.015305671742361, 105.81079029387922)",Non Rice,0.0023501203,0.0101815024,0.32485096861077933
"(10.0148514429127, 105.81079029387922)",Non Rice,0.0028901091,0.0109940581,0.37988451843108306
"(10.015305671742361, 105.81124452270888)",Non Rice,0.0037493797,0.0090806689,0.6319121046955156
"(10.0148514429127, 105.81124452270888)",Non Rice,0.0060504521,0.0157894175,0.5832660126144886
"(10.014397214083042, 105.81124452270888)",Non Rice,0.0063242312000000005,0.0101136323,0.9545606871506568
"(10.013942985253381, 105.81124452270888)",Non Rice,0.0028398081,0.0162469074,0.22956024604432654
"(10.015759900572021, 105.8116987515385)",Non Rice,0.0061039538,0.0109547796,0.8561634332642943
"(10.015305671742361, 105.8116987515385)",Non Rice,0.0030450274,0.0191029292,0.20391365209618287
"(10.0148514429127, 105.8116987515385)",Non Rice,0.0041144406,0.0055853501,1.1050518135948093
"(10.014397214083042, 105.8116987515385)",Non Rice,0.0041166716,0.0122461598,0.5047678003721845
"(10.013942985253381, 105.8116987515385)",Non Rice,0.0041241162,0.0108160889,0.5801248806008072
"(10.01348875642372, 105.8116987515385)",Non Rice,0.0041770143,0.0070962701000000005,0.9021593183797854
"(10.015759900572021, 105.81215298036815)",Non Rice,0.0037582512000000003,0.0111372573,0.5069389932745163
"(10.015305671742361, 105.81215298036815)",Non Rice,0.0069901068000000005,0.0071470491,1.3907294050361805
"(10.0148514429127, 105.81215298036815)",Non Rice,0.0055047479,0.0068367352,1.1915577995089033
"(10.014397214083042, 105.81215298036815)",Non Rice,0.004116951000000001,0.011313859400000001,0.551239634129414
"(10.013942985253381, 105.81215298036815)",Non Rice,0.0031029161000000003,0.0065066717,0.7339355119416765
"(10.01348875642372, 105.81215298036815)",Non Rice,0.0059952396000000005,0.0076945168000000005,1.159247659027151
"(10.013034527594062, 105.81215298036815)",Non Rice,0.0033323173,0.0119088413,0.4089333586203739
"(10.015759900572021, 105.81260720919778)",Non Rice,0.0051782252,0.0072275391,1.078688636592989
"(10.015305671742361, 105.81260720919778)",Non Rice,0.0071155606,0.014630741400000001,0.7486788272994964
"(10.0148514429127, 105.81260720919778)",Non Rice,0.0024702020000000003,0.0196782928,0.14898493956881612
"(10.014397214083042, 105.81260720919778)",Non Rice,0.0027715494,0.0061989301000000005,0.6869425849816615
"(10.013942985253381, 105.81260720919778)",Non Rice,0.0048476416,0.0077707469,0.9524669286584383
"(10.01348875642372, 105.81260720919778)",Non Rice,0.0012770823,0.009441713800000001,0.16450128909236106
"(10.013034527594062, 105.81260720919778)",Non Rice,0.0024310092,0.0174005255,0.17167434878603557
"(10.012580298764401, 105.81260720919778)",Non Rice,0.0051059588,0.0117745902,0.665420383368394
"(10.016214129401682, 105.81306143802743)",Non Rice,0.0042284816,0.0054019783000000005,1.163767214551119
"(10.015759900572021, 105.81306143802743)",Non Rice,0.005342057900000001,0.010891973000000001,0.7550632362595142
"(10.015305671742361, 105.81306143802743)",Non Rice,0.007803769800000001,0.0042930446,2.0725744501411114
"(10.0148514429127, 105.81306143802743)",Non Rice,0.0083984965,0.012064524,1.0517383272274163
"(10.014397214083042, 105.81306143802743)",Non Rice,0.0030954985,0.0138740921,0.31163687510794813
"(10.013942985253381, 105.81306143802743)",Non Rice,0.0069906143000000006,0.0055739223,1.6600198806496134
"(10.01348875642372, 105.81306143802743)",Non Rice,0.0043688938,0.0053181374,1.2115216388525756
"(10.013034527594062, 105.81306143802743)",Non Rice,0.0045987885,0.0054029096,1.247138063533663
"(10.012580298764401, 105.81306143802743)",Non Rice,0.0054795849,0.0085749095,0.9737750467968072
"(10.012126069934741, 105.81306143802743)",Non Rice,0.0042971242,0.0039432077000000005,1.5062941667606284
"(10.01167184110508, 105.81306143802743)",Non Rice,0.0042411094,0.0163150243,0.3748582329802269
"(10.016214129401682, 105.81351566685709)",Non Rice,0.0045049344000000005,0.0153603414,0.43196722823880024
"(10.015759900572021, 105.81351566685709)",Non Rice,0.0055364617,0.0123138698,0.6909378948253206
"(10.015305671742361, 105.81351566685709)",Non Rice,0.0019594212,0.0111394478,0.23142005739529417
"(10.0148514429127, 105.81351566685709)",Non Rice,0.0051540346,0.0081212344,0.9676448528428937
"(10.014397214083042, 105.81351566685709)",Non Rice,0.0052233953,0.0137109524,0.5795805601116638
"(10.013942985253381, 105.81351566685709)",Non Rice,0.006331128100000001,0.009609516700000001,1.0012045523457922
"(10.01348875642372, 105.81351566685709)",Non Rice,0.0052187564,0.007754801800000001,1.020520828170726
"(10.013034527594062, 105.81351566685709)",Non Rice,0.0055226511,0.0151797133,0.5511267347071162
"(10.012580298764401, 105.81351566685709)",Non Rice,0.0023004347,0.0053200601,0.6634376279501153
"(10.012126069934741, 105.81351566685709)",Non Rice,0.0022999742000000003,0.0107709263,0.29524746322035345
"(10.01167184110508, 105.81351566685709)",Non Rice,0.004893959000000001,0.0106589673,0.7060448836509768
"(10.009400696956781, 105.67088781435012)",Non Rice,0.06715171040000001,0.2856176794,0.3322073745048923
"(10.0103091546161, 105.67134204317975)",Non Rice,0.0570090227,0.12874111530000001,0.6801139262496491
"(10.009854925786442, 105.67134204317975)",Non Rice,0.0642794892,0.2516813576,0.36704449355998475
"(10.009400696956781, 105.67134204317975)",Non Rice,0.0944915414,0.2621130347,0.5455932940294118
"(10.008946468127121, 105.67134204317975)",Non Rice,0.1545608044,0.36881297830000004,0.6419350656638508
"(10.010763383445761, 105.6717962720094)",Non Rice,0.0658986643,0.437664777,0.18936234367439939
"(10.0103091546161, 105.6717962720094)",Non Rice,0.07842576500000001,0.1796570569,0.6700535135557726
"(10.009854925786442, 105.6717962720094)",Non Rice,0.054096262900000004,0.0956182703,0.8687902663272508
"(10.009400696956781, 105.6717962720094)",Non Rice,0.0641367137,0.5635920167,0.13063574820134033
"(10.008946468127121, 105.6717962720094)",Non Rice,0.1245108917,0.5049018860000001,0.3519392251217019
"(10.00849223929746, 105.6717962720094)",Non Rice,0.0834716335,0.2506482601,0.49947626842935844
"(10.01167184110508, 105.67225050083903)",Non Rice,0.0666977391,0.1958952546,0.5120377241367731
"(10.011217612275422, 105.67225050083903)",Non Rice,0.11269450190000001,0.4099146128,0.4005425091125221
"(10.010763383445761, 105.67225050083903)",Non Rice,0.043682284700000004,0.1265462786,0.5199593093482109
"(10.0103091546161, 105.67225050083903)",Non Rice,0.08942731470000001,0.25387436150000003,0.5318037440481977
"(10.009854925786442, 105.67225050083903)",Non Rice,0.0566260368,0.17201043670000002,0.4930216288946834
"(10.009400696956781, 105.67225050083903)",Non Rice,0.0327711552,0.29130059480000003,0.12862810039819994
"(10.008946468127121, 105.67225050083903)",Non Rice,0.0493191704,0.2924867272,0.21923723066800507
"(10.00849223929746, 105.67225050083903)",Non Rice,0.08251418170000001,0.17676074800000002,0.7181449307147649
"(10.008038010467802, 105.67225050083903)",Non Rice,0.0935280025,0.3214787543,0.42794674614171374
"(10.012580298764401, 105.67270472966868)",Non Rice,0.0194179378,0.3022649288,0.05932295204970526
